code_id	group	n	k	d_recorded	distance_trials	distance_method	A_id	B_id	run_dir	src_dir	collected_dir
C12_AAp11_0_0_1_1_3_7_BBp11_0_0_1_3_9_11_k6_d23	C12	432	6	23	400000	dist-m4ri	p11_0_0_1_1_3_7	p11_0_0_1_3_9_11	results/progressive_C12_20260122T153931Z	results/progressive_C12_20260122T153931Z/best_codes/C12_AAp11_0_0_1_1_3_7_BBp11_0_0_1_3_9_11_k6_d23	best_codes/collected/C12_AAp11_0_0_1_1_3_7_BBp11_0_0_1_3_9_11_k6_d23
C12_AAp11_0_0_1_1_3_7_BBp11_0_0_1_2_5_7_k6_d20	C12	432	6	20	400000	dist-m4ri	p11_0_0_1_1_3_7	p11_0_0_1_2_5_7	results/progressive_C12_20260122T153931Z	results/progressive_C12_20260122T153931Z/best_codes/C12_AAp11_0_0_1_1_3_7_BBp11_0_0_1_2_5_7_k6_d20	best_codes/collected/C12_AAp11_0_0_1_1_3_7_BBp11_0_0_1_2_5_7_k6_d20
C12_AAp10_0_1_2_4_9_10_BBp27_0_2_6_9_9_10_k8_d29	C12	432	8	29	400000	dist-m4ri	p10_0_1_2_4_9_10	p27_0_2_6_9_9_10	results/progressive_C12_20260122T153931Z	results/progressive_C12_20260122T153931Z/best_codes/C12_AAp10_0_1_2_4_9_10_BBp27_0_2_6_9_9_10_k8_d29	best_codes/collected/C12_AAp10_0_1_2_4_9_10_BBp27_0_2_6_9_9_10_k8_d29
C12_AAp10_0_0_1_4_6_9_BBp11_0_0_1_3_9_11_k8_d25	C12	432	8	25	400000	dist-m4ri	p10_0_0_1_4_6_9	p11_0_0_1_3_9_11	results/progressive_C12_20260122T153931Z	results/progressive_C12_20260122T153931Z/best_codes/C12_AAp10_0_0_1_4_6_9_BBp11_0_0_1_3_9_11_k8_d25	best_codes/collected/C12_AAp10_0_0_1_4_6_9_BBp11_0_0_1_3_9_11_k8_d25
C12_AAp6_0_1_2_2_6_11_BBp6_0_3_4_5_8_10_k8_d24	C12	432	8	24	400000	dist-m4ri	p6_0_1_2_2_6_11	p6_0_3_4_5_8_10	results/progressive_C12_20260122T153931Z	results/progressive_C12_20260122T153931Z/best_codes/C12_AAp6_0_1_2_2_6_11_BBp6_0_3_4_5_8_10_k8_d24	best_codes/collected/C12_AAp6_0_1_2_2_6_11_BBp6_0_3_4_5_8_10_k8_d24
C12_AAp10_0_0_1_1_5_7_BBp11_0_0_1_3_9_11_k8_d23	C12	432	8	23	400000	dist-m4ri	p10_0_0_1_1_5_7	p11_0_0_1_3_9_11	results/progressive_C12_20260122T153931Z	results/progressive_C12_20260122T153931Z/best_codes/C12_AAp10_0_0_1_1_5_7_BBp11_0_0_1_3_9_11_k8_d23	best_codes/collected/C12_AAp10_0_0_1_1_5_7_BBp11_0_0_1_3_9_11_k8_d23
C12_AAp15_0_0_1_1_5_8_BBp11_0_0_1_2_5_7_k8_d21	C12	432	8	21	400000	dist-m4ri	p15_0_0_1_1_5_8	p11_0_0_1_2_5_7	results/progressive_C12_20260122T153931Z	results/progressive_C12_20260122T153931Z/best_codes/C12_AAp15_0_0_1_1_5_8_BBp11_0_0_1_2_5_7_k8_d21	best_codes/collected/C12_AAp15_0_0_1_1_5_8_BBp11_0_0_1_2_5_7_k8_d21
C12_AAp11_0_2_3_7_9_11_BBp27_0_2_6_9_9_10_k10_d24	C12	432	10	24	400000	dist-m4ri	p11_0_2_3_7_9_11	p27_0_2_6_9_9_10	results/progressive_C12_20260122T153931Z	results/progressive_C12_20260122T153931Z/best_codes/C12_AAp11_0_2_3_7_9_11_BBp27_0_2_6_9_9_10_k10_d24	best_codes/collected/C12_AAp11_0_2_3_7_9_11_BBp27_0_2_6_9_9_10_k10_d24
C12_AAp27_0_2_3_3_6_10_BBp6_0_2_3_5_5_10_k10_d21	C12	432	10	21	400000	dist-m4ri	p27_0_2_3_3_6_10	p6_0_2_3_5_5_10	results/progressive_C12_20260122T153931Z	results/progressive_C12_20260122T153931Z/best_codes/C12_AAp27_0_2_3_3_6_10_BBp6_0_2_3_5_5_10_k10_d21	best_codes/collected/C12_AAp27_0_2_3_3_6_10_BBp6_0_2_3_5_5_10_k10_d21
C12_AAp24_0_3_4_6_9_11_BBp6_0_2_3_5_5_10_k10_d20	C12	432	10	20	400000	dist-m4ri	p24_0_3_4_6_9_11	p6_0_2_3_5_5_10	results/progressive_C12_20260122T153931Z	results/progressive_C12_20260122T153931Z/best_codes/C12_AAp24_0_3_4_6_9_11_BBp6_0_2_3_5_5_10_k10_d20	best_codes/collected/C12_AAp24_0_3_4_6_9_11_BBp6_0_2_3_5_5_10_k10_d20
C12_AAp10_0_2_5_8_9_11_BBp11_0_0_1_3_9_11_k12_d28	C12	432	12	28	400000	dist-m4ri	p10_0_2_5_8_9_11	p11_0_0_1_3_9_11	results/progressive_C12_20260122T153931Z	results/progressive_C12_20260122T153931Z/best_codes/C12_AAp10_0_2_5_8_9_11_BBp11_0_0_1_3_9_11_k12_d28	best_codes/collected/C12_AAp10_0_2_5_8_9_11_BBp11_0_0_1_3_9_11_k12_d28
C12_AAp10_0_1_6_7_9_10_BBp11_0_0_1_3_9_11_k12_d26	C12	432	12	26	400000	dist-m4ri	p10_0_1_6_7_9_10	p11_0_0_1_3_9_11	results/progressive_C12_20260122T153931Z	results/progressive_C12_20260122T153931Z/best_codes/C12_AAp10_0_1_6_7_9_10_BBp11_0_0_1_3_9_11_k12_d26	best_codes/collected/C12_AAp10_0_1_6_7_9_10_BBp11_0_0_1_3_9_11_k12_d26
C12_AAp10_0_2_5_5_6_8_BBp11_0_0_1_3_9_11_k12_d24	C12	432	12	24	400000	dist-m4ri	p10_0_2_5_5_6_8	p11_0_0_1_3_9_11	results/progressive_C12_20260122T153931Z	results/progressive_C12_20260122T153931Z/best_codes/C12_AAp10_0_2_5_5_6_8_BBp11_0_0_1_3_9_11_k12_d24	best_codes/collected/C12_AAp10_0_2_5_5_6_8_BBp11_0_0_1_3_9_11_k12_d24
C12_AAp10_0_1_2_4_9_10_BBp11_0_0_1_3_9_11_k12_d23	C12	432	12	23	400000	dist-m4ri	p10_0_1_2_4_9_10	p11_0_0_1_3_9_11	results/progressive_C12_20260122T153931Z	results/progressive_C12_20260122T153931Z/best_codes/C12_AAp10_0_1_2_4_9_10_BBp11_0_0_1_3_9_11_k12_d23	best_codes/collected/C12_AAp10_0_1_2_4_9_10_BBp11_0_0_1_3_9_11_k12_d23
C12_AAp11_0_2_3_7_9_11_BBp11_0_2_8_10_11_11_k14_d27	C12	432	14	27	400000	dist-m4ri	p11_0_2_3_7_9_11	p11_0_2_8_10_11_11	results/progressive_C12_20260122T153931Z	results/progressive_C12_20260122T153931Z/best_codes/C12_AAp11_0_2_3_7_9_11_BBp11_0_2_8_10_11_11_k14_d27	best_codes/collected/C12_AAp11_0_2_3_7_9_11_BBp11_0_2_8_10_11_11_k14_d27
C12_AAp27_0_2_3_3_6_10_BBp11_0_1_1_2_4_10_k14_d22	C12	432	14	22	400000	dist-m4ri	p27_0_2_3_3_6_10	p11_0_1_1_2_4_10	results/progressive_C12_20260122T153931Z	results/progressive_C12_20260122T153931Z/best_codes/C12_AAp27_0_2_3_3_6_10_BBp11_0_1_1_2_4_10_k14_d22	best_codes/collected/C12_AAp27_0_2_3_3_6_10_BBp11_0_1_1_2_4_10_k14_d22
C12_AAp11_0_2_3_7_9_11_BBp11_0_1_1_2_4_10_k14_d21	C12	432	14	21	400000	dist-m4ri	p11_0_2_3_7_9_11	p11_0_1_1_2_4_10	results/progressive_C12_20260122T153931Z	results/progressive_C12_20260122T153931Z/best_codes/C12_AAp11_0_2_3_7_9_11_BBp11_0_1_1_2_4_10_k14_d21	best_codes/collected/C12_AAp11_0_2_3_7_9_11_BBp11_0_1_1_2_4_10_k14_d21
C12_AAp24_0_3_4_6_9_11_BBp11_0_0_1_3_9_11_k14_d20	C12	432	14	20	400000	dist-m4ri	p24_0_3_4_6_9_11	p11_0_0_1_3_9_11	results/progressive_C12_20260122T153931Z	results/progressive_C12_20260122T153931Z/best_codes/C12_AAp24_0_3_4_6_9_11_BBp11_0_0_1_3_9_11_k14_d20	best_codes/collected/C12_AAp24_0_3_4_6_9_11_BBp11_0_0_1_3_9_11_k14_d20
C12_AAp6_0_2_4_7_8_9_BBp11_0_0_1_3_9_11_k16_d23	C12	432	16	23	400000	dist-m4ri	p6_0_2_4_7_8_9	p11_0_0_1_3_9_11	results/progressive_C12_20260122T153931Z	results/progressive_C12_20260122T153931Z/best_codes/C12_AAp6_0_2_4_7_8_9_BBp11_0_0_1_3_9_11_k16_d23	best_codes/collected/C12_AAp6_0_2_4_7_8_9_BBp11_0_0_1_3_9_11_k16_d23
C12_AAp6_0_1_2_5_7_9_BBp11_0_0_1_3_9_11_k16_d22	C12	432	16	22	400000	dist-m4ri	p6_0_1_2_5_7_9	p11_0_0_1_3_9_11	results/progressive_C12_20260122T153931Z	results/progressive_C12_20260122T153931Z/best_codes/C12_AAp6_0_1_2_5_7_9_BBp11_0_0_1_3_9_11_k16_d22	best_codes/collected/C12_AAp6_0_1_2_5_7_9_BBp11_0_0_1_3_9_11_k16_d22
C2_AAp11_0_0_0_0_0_1_BBp12_0_0_0_1_1_1_k2_d8	C2	72	2	8	400	dist-m4ri	p11_0_0_0_0_0_1	p12_0_0_0_1_1_1	results/smoke_progressive_20260122_133121	results/smoke_progressive_20260122_133121/best_codes/C2_AAp11_0_0_0_0_0_1_BBp12_0_0_0_1_1_1_k2_d8	best_codes/collected/C2_AAp11_0_0_0_0_0_1_BBp12_0_0_0_1_1_1_k2_d8
C2_AAp11_0_0_0_0_0_1_BBp11_0_0_0_0_0_1_k2_d6	C2	72	2	6	100	dist-m4ri	p11_0_0_0_0_0_1	p11_0_0_0_0_0_1	results/smoke_histogram_table_20260122_153440	results/smoke_histogram_table_20260122_153440/best_codes/C2_AAp11_0_0_0_0_0_1_BBp11_0_0_0_0_0_1_k2_d6	best_codes/collected/C2_AAp11_0_0_0_0_0_1_BBp11_0_0_0_0_0_1_k2_d6
C2xC2_AAp12_0_0_0_1_2_2_BBp12_0_0_1_2_2_3_k2_d14	C2xC2	144	2	14	400	dist-m4ri	p12_0_0_0_1_2_2	p12_0_0_1_2_2_3	results/progressive_C2xC2_20260122T140241Z	results/progressive_C2xC2_20260122T140241Z/best_codes/C2xC2_AAp12_0_0_0_1_2_2_BBp12_0_0_1_2_2_3_k2_d14	best_codes/collected/C2xC2_AAp12_0_0_0_1_2_2_BBp12_0_0_1_2_2_3_k2_d14
C2xC2_AAp12_0_0_0_1_2_2_BBp12_0_0_0_1_3_3_k2_d12	C2xC2	144	2	12	200000	dist-m4ri	p12_0_0_0_1_2_2	p12_0_0_0_1_3_3	results/progressive_C2xC2_20260122T124756Z	results/progressive_C2xC2_20260122T124756Z/best_codes/C2xC2_AAp12_0_0_0_1_2_2_BBp12_0_0_0_1_3_3_k2_d12	best_codes/collected/C2xC2_AAp12_0_0_0_1_2_2_BBp12_0_0_0_1_3_3_k2_d12
C2xC2_AAp12_0_0_0_1_2_2_BBp6_0_0_0_1_2_3_k4_d12	C2xC2	144	4	12	40000	dist-m4ri	p12_0_0_0_1_2_2	p6_0_0_0_1_2_3	results/progressive_C2xC2_20260122T123514Z	results/progressive_C2xC2_20260122T123514Z/best_codes/C2xC2_AAp12_0_0_0_1_2_2_BBp6_0_0_0_1_2_3_k4_d12	best_codes/collected/C2xC2_AAp12_0_0_0_1_2_2_BBp6_0_0_0_1_2_3_k4_d12
C2xC2_AAp12_0_0_0_1_2_2_BBp15_0_0_1_2_3_3_k4_d10	C2xC2	144	4	10	8000	dist-m4ri	p12_0_0_0_1_2_2	p15_0_0_1_2_3_3	results/progressive_C2xC2_20260122T142251Z	results/progressive_C2xC2_20260122T142251Z/best_codes/C2xC2_AAp12_0_0_0_1_2_2_BBp15_0_0_1_2_3_3_k4_d10	best_codes/collected/C2xC2_AAp12_0_0_0_1_2_2_BBp15_0_0_1_2_3_3_k4_d10
C2xC2_AAp12_0_0_0_1_2_2_BBp12_0_0_0_1_2_2_k4_d6	C2xC2	144	4	6	8000	dist-m4ri	p12_0_0_0_1_2_2	p12_0_0_0_1_2_2	results/progressive_C2xC2_20260122T141802Z	results/progressive_C2xC2_20260122T141802Z/best_codes/C2xC2_AAp12_0_0_0_1_2_2_BBp12_0_0_0_1_2_2_k4_d6	best_codes/collected/C2xC2_AAp12_0_0_0_1_2_2_BBp12_0_0_0_1_2_2_k4_d6
C2xC2_AAp12_0_0_0_1_2_2_BBp6_0_0_1_1_2_3_k6_d12	C2xC2	144	6	12	200000	dist-m4ri	p12_0_0_0_1_2_2	p6_0_0_1_1_2_3	results/progressive_C2xC2_20260122T124756Z	results/progressive_C2xC2_20260122T124756Z/best_codes/C2xC2_AAp12_0_0_0_1_2_2_BBp6_0_0_1_1_2_3_k6_d12	best_codes/collected/C2xC2_AAp12_0_0_0_1_2_2_BBp6_0_0_1_1_2_3_k6_d12
C2xC2_AAp15_0_0_1_2_3_3_BBp15_0_0_1_2_3_3_k6_d6	C2xC2	144	6	6	8000	dist-m4ri	p15_0_0_1_2_3_3	p15_0_0_1_2_3_3	results/progressive_C2xC2_20260122T141802Z	results/progressive_C2xC2_20260122T141802Z/best_codes/C2xC2_AAp15_0_0_1_2_3_3_BBp15_0_0_1_2_3_3_k6_d6	best_codes/collected/C2xC2_AAp15_0_0_1_2_3_3_BBp15_0_0_1_2_3_3_k6_d6
C2xC2_AAp6_0_0_0_1_2_3_BBp6_0_0_1_1_2_3_k8_d12	C2xC2	144	8	12	200000	dist-m4ri	p6_0_0_0_1_2_3	p6_0_0_1_1_2_3	results/progressive_C2xC2_20260122T124756Z	results/progressive_C2xC2_20260122T124756Z/best_codes/C2xC2_AAp6_0_0_0_1_2_3_BBp6_0_0_1_1_2_3_k8_d12	best_codes/collected/C2xC2_AAp6_0_0_0_1_2_3_BBp6_0_0_1_1_2_3_k8_d12
C2xC2_AAp15_0_0_1_2_3_3_BBp6_0_0_0_1_2_3_k8_d10	C2xC2	144	8	10	8000	dist-m4ri	p15_0_0_1_2_3_3	p6_0_0_0_1_2_3	results/progressive_C2xC2_20260122T142251Z	results/progressive_C2xC2_20260122T142251Z/best_codes/C2xC2_AAp15_0_0_1_2_3_3_BBp6_0_0_0_1_2_3_k8_d10	best_codes/collected/C2xC2_AAp15_0_0_1_2_3_3_BBp6_0_0_0_1_2_3_k8_d10
C2xC2_AAp6_0_0_1_1_2_3_BBp6_0_0_1_2_2_3_k10_d10	C2xC2	144	10	10	8000	dist-m4ri	p6_0_0_1_1_2_3	p6_0_0_1_2_2_3	results/progressive_C2xC2_20260122T142251Z	results/progressive_C2xC2_20260122T142251Z/best_codes/C2xC2_AAp6_0_0_1_1_2_3_BBp6_0_0_1_2_2_3_k10_d10	best_codes/collected/C2xC2_AAp6_0_0_1_1_2_3_BBp6_0_0_1_2_2_3_k10_d10
C2xC2_AAp13_0_0_1_1_1_2_BBp15_0_0_1_2_3_3_k10_d6	C2xC2	144	10	6	8000	dist-m4ri	p13_0_0_1_1_1_2	p15_0_0_1_2_3_3	results/progressive_C2xC2_20260122T141802Z	results/progressive_C2xC2_20260122T141802Z/best_codes/C2xC2_AAp13_0_0_1_1_1_2_BBp15_0_0_1_2_3_3_k10_d6	best_codes/collected/C2xC2_AAp13_0_0_1_1_1_2_BBp15_0_0_1_2_3_3_k10_d6
C2xC2_AAp6_0_0_0_1_2_3_BBp6_0_0_0_1_2_3_k12_d6	C2xC2	144	12	6	8000	dist-m4ri	p6_0_0_0_1_2_3	p6_0_0_0_1_2_3	results/progressive_C2xC2_20260122T141802Z	results/progressive_C2xC2_20260122T141802Z/best_codes/C2xC2_AAp6_0_0_0_1_2_3_BBp6_0_0_0_1_2_3_k12_d6	best_codes/collected/C2xC2_AAp6_0_0_0_1_2_3_BBp6_0_0_0_1_2_3_k12_d6
C2xC2_AAp0_0_0_0_1_1_2_BBp15_0_0_1_2_3_3_k13_d3	C2xC2	144	13	3	400	dist-m4ri	p0_0_0_0_1_1_2	p15_0_0_1_2_3_3	results/progressive_C2xC2_20260122T140241Z	results/progressive_C2xC2_20260122T140241Z/best_codes/C2xC2_AAp0_0_0_0_1_1_2_BBp15_0_0_1_2_3_3_k13_d3	best_codes/collected/C2xC2_AAp0_0_0_0_1_1_2_BBp15_0_0_1_2_3_3_k13_d3
C2xC2_AAp0_0_0_1_1_1_2_BBp6_0_0_1_1_2_3_k14_d6	C2xC2	144	14	6	400	dist-m4ri	p0_0_0_1_1_1_2	p6_0_0_1_1_2_3	results/progressive_C2xC2_20260122T140241Z	results/progressive_C2xC2_20260122T140241Z/best_codes/C2xC2_AAp0_0_0_1_1_1_2_BBp6_0_0_1_1_2_3_k14_d6	best_codes/collected/C2xC2_AAp0_0_0_1_1_1_2_BBp6_0_0_1_1_2_3_k14_d6
C2xC2_AAp0_0_1_1_1_1_2_BBp15_0_0_1_2_3_3_k14_d4	C2xC2	144	14	4	400	dist-m4ri	p0_0_1_1_1_1_2	p15_0_0_1_2_3_3	results/progressive_C2xC2_20260122T140241Z	results/progressive_C2xC2_20260122T140241Z/best_codes/C2xC2_AAp0_0_1_1_1_1_2_BBp15_0_0_1_2_3_3_k14_d4	best_codes/collected/C2xC2_AAp0_0_1_1_1_1_2_BBp15_0_0_1_2_3_3_k14_d4
C2xC2_AAp0_0_0_1_1_2_2_BBp6_0_0_0_1_2_3_k16_d6	C2xC2	144	16	6	400	dist-m4ri	p0_0_0_1_1_2_2	p6_0_0_0_1_2_3	results/progressive_C2xC2_20260122T140241Z	results/progressive_C2xC2_20260122T140241Z/best_codes/C2xC2_AAp0_0_0_1_1_2_2_BBp6_0_0_0_1_2_3_k16_d6	best_codes/collected/C2xC2_AAp0_0_0_1_1_2_2_BBp6_0_0_0_1_2_3_k16_d6
C2xC2_AAp0_0_1_1_1_1_2_BBp6_0_0_0_1_2_3_k16_d4	C2xC2	144	16	4	400	dist-m4ri	p0_0_1_1_1_1_2	p6_0_0_0_1_2_3	results/progressive_C2xC2_20260122T140241Z	results/progressive_C2xC2_20260122T140241Z/best_codes/C2xC2_AAp0_0_1_1_1_1_2_BBp6_0_0_0_1_2_3_k16_d4	best_codes/collected/C2xC2_AAp0_0_1_1_1_1_2_BBp6_0_0_0_1_2_3_k16_d4
C2xC2_AAp13_0_1_1_1_2_3_BBp13_0_1_1_1_2_3_k18_d6	C2xC2	144	18	6	400	dist-m4ri	p13_0_1_1_1_2_3	p13_0_1_1_1_2_3	results/progressive_C2xC2_20260122T140241Z	results/progressive_C2xC2_20260122T140241Z/best_codes/C2xC2_AAp13_0_1_1_1_2_3_BBp13_0_1_1_1_2_3_k18_d6	best_codes/collected/C2xC2_AAp13_0_1_1_1_2_3_BBp13_0_1_1_1_2_3_k18_d6
C2xC2_AAp13_0_0_1_1_1_2_BBp13_0_0_1_1_1_2_k18_d5	C2xC2	144	18	5	8000	dist-m4ri	p13_0_0_1_1_1_2	p13_0_0_1_1_1_2	results/progressive_C2xC2_20260122T141802Z	results/progressive_C2xC2_20260122T141802Z/best_codes/C2xC2_AAp13_0_0_1_1_1_2_BBp13_0_0_1_1_1_2_k18_d5	best_codes/collected/C2xC2_AAp13_0_0_1_1_1_2_BBp13_0_0_1_1_1_2_k18_d5
C2xC2_AAp13_0_0_1_1_1_2_BBp13_0_1_1_1_1_2_k20_d4	C2xC2	144	20	4	400	dist-m4ri	p13_0_0_1_1_1_2	p13_0_1_1_1_1_2	results/progressive_C2xC2_20260122T140241Z	results/progressive_C2xC2_20260122T140241Z/best_codes/C2xC2_AAp13_0_0_1_1_1_2_BBp13_0_1_1_1_1_2_k20_d4	best_codes/collected/C2xC2_AAp13_0_0_1_1_1_2_BBp13_0_1_1_1_1_2_k20_d4
C2xC2_AAp0_0_0_0_1_1_2_BBp13_0_0_2_2_2_3_k21_d3	C2xC2	144	21	3	400	dist-m4ri	p0_0_0_0_1_1_2	p13_0_0_2_2_2_3	results/progressive_C2xC2_20260122T140241Z	results/progressive_C2xC2_20260122T140241Z/best_codes/C2xC2_AAp0_0_0_0_1_1_2_BBp13_0_0_2_2_2_3_k21_d3	best_codes/collected/C2xC2_AAp0_0_0_0_1_1_2_BBp13_0_0_2_2_2_3_k21_d3
C2xC2_AAp0_0_0_1_1_1_2_BBp13_0_0_1_1_1_2_k22_d4	C2xC2	144	22	4	400	dist-m4ri	p0_0_0_1_1_1_2	p13_0_0_1_1_1_2	results/progressive_C2xC2_20260122T140241Z	results/progressive_C2xC2_20260122T140241Z/best_codes/C2xC2_AAp0_0_0_1_1_1_2_BBp13_0_0_1_1_1_2_k22_d4	best_codes/collected/C2xC2_AAp0_0_0_1_1_1_2_BBp13_0_0_1_1_1_2_k22_d4
C2xC2_AAp0_0_0_0_1_1_2_BBp13_0_0_1_1_1_2_k23_d3	C2xC2	144	23	3	400	dist-m4ri	p0_0_0_0_1_1_2	p13_0_0_1_1_1_2	results/progressive_C2xC2_20260122T140241Z	results/progressive_C2xC2_20260122T140241Z/best_codes/C2xC2_AAp0_0_0_0_1_1_2_BBp13_0_0_1_1_1_2_k23_d3	best_codes/collected/C2xC2_AAp0_0_0_0_1_1_2_BBp13_0_0_1_1_1_2_k23_d3
C2xC2_AAp0_0_0_1_1_1_2_BBp13_0_1_1_1_1_2_k24_d4	C2xC2	144	24	4	400	dist-m4ri	p0_0_0_1_1_1_2	p13_0_1_1_1_1_2	results/progressive_C2xC2_20260122T140241Z	results/progressive_C2xC2_20260122T140241Z/best_codes/C2xC2_AAp0_0_0_1_1_1_2_BBp13_0_1_1_1_1_2_k24_d4	best_codes/collected/C2xC2_AAp0_0_0_1_1_1_2_BBp13_0_1_1_1_1_2_k24_d4
C2xC2_AAp13_0_1_1_1_1_2_BBp13_0_1_1_1_1_2_k26_d4	C2xC2	144	26	4	400	dist-m4ri	p13_0_1_1_1_1_2	p13_0_1_1_1_1_2	results/progressive_C2xC2_20260122T140241Z	results/progressive_C2xC2_20260122T140241Z/best_codes/C2xC2_AAp13_0_1_1_1_1_2_BBp13_0_1_1_1_1_2_k26_d4	best_codes/collected/C2xC2_AAp13_0_1_1_1_1_2_BBp13_0_1_1_1_1_2_k26_d4
C2xC2_AAp0_0_0_0_1_1_2_BBp13_0_1_1_1_1_2_k27_d3	C2xC2	144	27	3	400	dist-m4ri	p0_0_0_0_1_1_2	p13_0_1_1_1_1_2	results/progressive_C2xC2_20260122T140241Z	results/progressive_C2xC2_20260122T140241Z/best_codes/C2xC2_AAp0_0_0_0_1_1_2_BBp13_0_1_1_1_1_2_k27_d3	best_codes/collected/C2xC2_AAp0_0_0_0_1_1_2_BBp13_0_1_1_1_1_2_k27_d3
